Airline,Airline_ID,Source_airport,Source_airport_ID,Dest_airport,Dest_airport_ID,Codeshare,Stops,Equipment
FZ,14485,DXB,2188,HAS,2069,,0,73H
FZ,14485,DXB,2188,HBE,3410,,0,73H
FZ,14485,DXB,2188,HRK,6105,,0,73H
FZ,14485,DXB,2188,HYD,\N,,0,73H
FZ,14485,DXB,2188,ISU,5952,,0,73H
FZ,14485,DXB,2188,JED,2072,,0,73H
FZ,14485,DXB,2188,JIB,4119,,0,73H
FZ,14485,DXB,2188,JUB,1173,,0,73H
FZ,14485,DXB,2188,KBL,2050,,0,73H
FZ,14485,DXB,2188,KHI,2206,,0,73H
FZ,14485,DXB,2188,KRR,2960,,0,73H
FZ,14485,DXB,2188,KRT,1175,,0,73H
FZ,14485,DXB,2188,KTM,3125,,0,73H
FZ,14485,DXB,2188,KWI,2176,,0,73H
FZ,14485,DXB,2188,LKO,3105,,0,73H
FZ,14485,DXB,2188,MCT,2194,,0,73H
FZ,14485,DXB,2188,MED,2074,,0,73H
FZ,14485,DXB,2188,MRV,2962,,0,73H
FZ,14485,DXB,2188,MUX,2214,,0,73H
FZ,14485,DXB,2188,NJF,7490,,0,73H
FZ,14485,DXB,2188,OTP,1657,,0,73H
FZ,14485,DXB,2188,PZU,5702,,0,73H
FZ,14485,DXB,2188,ROV,2964,,0,73H
FZ,14485,DXB,2188,SAH,3980,,0,73H
FZ,14485,DXB,2188,SAW,4317,,0,73H
FZ,14485,DXB,2188,SKP,1737,,0,73H
FZ,14485,DXB,2188,SKT,6776,,0,73H
FZ,14485,DXB,2188,SLL,2195,,0,73H
FZ,14485,DXB,2188,TBS,3973,,0,73H
FZ,14485,DXB,2188,TIF,2090,,0,73H
FZ,14485,DXB,2188,TUU,2089,,0,73H
FZ,14485,DXB,2188,VOG,2967,,0,73H
FZ,14485,DXB,2188,YNB,2096,,0,73H
FZ,14485,DYU,2979,DXB,2188,,0,73H
FZ,14485,EBL,3989,DXB,2188,,0,73H
FZ,14485,ELQ,2067,DXB,2188,,0,73H
FZ,14485,EVN,3964,DXB,2188,,0,73H
FZ,14485,FRU,2912,DXB,2188,,0,73H
FZ,14485,GYD,2922,DXB,2188,,0,73H
FZ,14485,HAS,2069,DXB,2188,,0,73H
FZ,14485,HBE,3410,DXB,2188,,0,73H
FZ,14485,HRK,6105,DXB,2188,,0,73H
FZ,14485,HYD,\N,DXB,2188,,0,73H
FZ,14485,ISU,5952,DXB,2188,,0,73H
FZ,14485,JED,2072,DXB,2188,,0,73H
FZ,14485,JIB,4119,DXB,2188,,0,73H
FZ,14485,JUB,1173,DXB,2188,,0,73H
FZ,14485,KBL,2050,DXB,2188,,0,73H
FZ,14485,KHI,2206,DXB,2188,,0,73H
FZ,14485,KRR,2960,DXB,2188,,0,73H
FZ,14485,KRT,1175,DXB,2188,,0,73H
FZ,14485,KTM,3125,DXB,2188,,0,73H
FZ,14485,KWI,2176,DXB,2188,,0,73H
FZ,14485,LKO,3105,DXB,2188,,0,73H
FZ,14485,MCT,2194,DXB,2188,,0,73H
FZ,14485,MED,2074,DXB,2188,,0,73H
FZ,14485,MRV,2962,DXB,2188,,0,73H
FZ,14485,MUX,2214,DXB,2188,,0,73H
FZ,14485,NJF,7490,DXB,2188,,0,73H
FZ,14485,OTP,1657,DXB,2188,,0,73H
FZ,14485,ROV,2964,DXB,2188,,0,73H
FZ,14485,SAH,3980,DXB,2188,,0,73H
FZ,14485,SAW,4317,DXB,2188,,0,73H
FZ,14485,SKP,1737,DXB,2188,,0,73H
FZ,14485,SKT,6776,DXB,2188,,0,73H
FZ,14485,SLL,2195,DXB,2188,,0,73H
FZ,14485,TBS,3973,DXB,2188,,0,73H
FZ,14485,TIF,2090,DXB,2188,,0,73H
FZ,14485,TUU,2089,DXB,2188,,0,73H
FZ,14485,VOG,2967,DXB,2188,,0,73H
FZ,14485,YNB,2096,DXB,2188,,0,73H
G3,1790,AEP,2442,GRU,2564,,0,738
G3,1790,AJU,2522,GRU,2564,,0,73G 738
G3,1790,ASU,2699,GRU,2564,,0,738 73G
G3,1790,BEL,2526,GRU,2564,,0,738
G3,1790,BGI,2875,GRU,2564,,0,738
G3,1790,BPS,4209,GRU,2564,,0,738
G3,1790,BSB,2531,GRU,2564,,0,738 73G
G3,1790,CCS,2851,GRU,2564,,0,738
G3,1790,CGB,2548,GRU,2564,,0,738 73G
G3,1790,CGR,2538,GRU,2564,,0,738
G3,1790,CNF,2537,GRU,2564,,0,738 73G
G3,1790,COR,2443,GRU,2564,,0,738
G3,1790,CWB,2545,GRU,2564,,0,738
G3,1790,DTW,3645,GRU,2564,,0,76W
G3,1790,EZE,3988,GRU,2564,,0,738
G3,1790,FLN,2555,GRU,2564,,0,73G 738
G3,1790,FOR,2559,GRU,2564,,0,738 73G
G3,1790,GIG,2560,GRU,2564,,0,738 73G
G3,1790,GRU,2564,AEP,2442,,0,738
G3,1790,GRU,2564,AJU,2522,,0,738 73G
G3,1790,GRU,2564,ASU,2699,,0,738 73G
G3,1790,GRU,2564,BEL,2526,,0,73G 738
G3,1790,GRU,2564,BGI,2875,,0,738
G3,1790,GRU,2564,BPS,4209,,0,738
G3,1790,GRU,2564,BSB,2531,,0,738 73G
G3,1790,GRU,2564,CCS,2851,,0,738
G3,1790,GRU,2564,CGB,2548,,0,738 73G
G3,1790,GRU,2564,CGR,2538,,0,738
G3,1790,GRU,2564,CNF,2537,,0,738 73G
G3,1790,GRU,2564,COR,2443,,0,738
G3,1790,GRU,2564,CWB,2545,,0,738
G3,1790,GRU,2564,DTW,3645,,0,76W
G3,1790,GRU,2564,EZE,3988,,0,738
G3,1790,GRU,2564,FLN,2555,,0,738 73G
G3,1790,GRU,2564,FOR,2559,,0,73G 738
G3,1790,GRU,2564,GIG,2560,,0,738 73G
G3,1790,GRU,2564,GYN,2562,,0,738 73G
G3,1790,GRU,2564,IGU,2554,,0,738 73G
G3,1790,GRU,2564,JFK,3797,,0,764
G3,1790,GRU,2564,JPA,2575,,0,738
G3,1790,GRU,2564,LDB,2581,,0,738 73G
G3,1790,GRU,2564,MAO,2551,,0,738
G3,1790,GRU,2564,MCZ,2590,,0,738
G3,1790,GRU,2564,MGF,2586,,0,73G
G3,1790,GRU,2564,MVD,2816,,0,738
G3,1790,GRU,2564,NAT,2597,,0,738
G3,1790,GRU,2564,NVT,2595,,0,73G
G3,1790,GRU,2564,POA,2599,,0,738 73G
G3,1790,GRU,2564,REC,2610,,0,738
G3,1790,GRU,2564,ROS,2440,,0,738 73G
G3,1790,GRU,2564,SDQ,1762,,0,738
G3,1790,GRU,2564,SDU,2612,,0,738 73G
G3,1790,GRU,2564,SLZ,2616,,0,738
G3,1790,GRU,2564,SSA,2621,,0,738
G3,1790,GRU,2564,THE,2623,,0,738
G3,1790,GRU,2564,UDI,2633,,0,73G
G3,1790,GRU,2564,VIX,2638,,0,738 73G
G3,1790,GRU,2564,VVI,2771,,0,738
G3,1790,GYN,2562,GRU,2564,,0,738 73G
G3,1790,IGU,2554,GRU,2564,,0,738 73G
G3,1790,JFK,3797,GRU,2564,,0,764
G3,1790,JPA,2575,GRU,2564,,0,738
G3,1790,LDB,2581,GRU,2564,,0,738 73G
G3,1790,MAO,2551,GRU,2564,,0,738
G3,1790,MCO,3878,SDQ,1762,,0,738
G3,1790,MCZ,2590,GRU,2564,,0,738
G3,1790,MGF,2586,GRU,2564,,0,738
G3,1790,MIA,3576,SDQ,1762,,0,738
G3,1790,MVD,2816,GRU,2564,,0,738
G3,1790,NAT,2597,GRU,2564,,0,738 73G
G3,1790,NVT,2595,GRU,2564,,0,73G
G3,1790,POA,2599,GRU,2564,,0,738 73G
G3,1790,REC,2610,GRU,2564,,0,73G 738
G3,1790,ROS,2440,GRU,2564,,0,738 73G
G3,1790,SDQ,1762,GRU,2564,,0,738
G3,1790,SDQ,1762,MCO,3878,,0,738
G3,1790,SDQ,1762,MIA,3576,,0,738
G3,1790,SDU,2612,GRU,2564,,0,738 73G
G3,1790,SLZ,2616,GRU,2564,,0,738
G3,1790,SSA,2621,GRU,2564,,0,738
G3,1790,THE,2623,GRU,2564,,0,738
G3,1790,UDI,2633,GRU,2564,,0,73G
G3,1790,VIX,2638,GRU,2564,,0,738 73G
G3,1790,VVI,2771,GRU,2564,,0,738
G4,35,ATW,4047,LAS,3877,,0,M80
G4,35,AUS,3673,LAS,3877,,0,M80 757
G4,35,AVL,4007,FLL,3533,,0,M80
G4,35,AZA,6505,LAS,3877,,0,M80
G4,35,BIL,4021,LAS,3877,,0,M80
G4,35,BIS,4083,LAS,3877,,0,M80
G4,35,BLI,3777,LAS,3877,,0,M80 757
G4,35,BLI,3777,LAX,3484,,0,M80
G4,35,BOI,3495,LAS,3877,,0,M80
G4,35,BZN,4020,LAS,3877,,0,M80
G4,35,CID,4043,LAS,3877,,0,M80
G4,35,COS,3819,LAS,3877,,0,M80
G4,35,CPR,3872,LAS,3877,,0,M80
G4,35,DLH,3598,LAS,3877,,0,M80
G4,35,DSM,3729,LAS,3877,,0,M80
G4,35,EUG,4099,LAS,3877,,0,M80
G4,35,EUG,4099,LAX,3484,,0,M80
G4,35,FAR,4292,LAS,3877,,0,M80
G4,35,FAT,3687,LAS,3877,,0,M80
G4,35,FCA,4127,LAS,3877,,0,M80
G4,35,FLL,3533,AVL,4007,,0,M80
G4,35,FLL,3533,GSP,4034,,0,M80
G4,35,FLL,3533,LEX,4017,,0,M80
G4,35,FLL,3533,PBG,3771,,0,M80
G4,35,FLL,3533,TYS,3676,,0,M80
G4,35,FSD,4009,LAS,3877,,0,M80
G4,35,GFK,3442,LAS,3877,,0,M80
G4,35,GJT,4063,LAS,3877,,0,M80
G4,35,GRI,5740,LAS,3877,,0,M80
G4,35,GRR,3685,LAS,3877,,0,M80
G4,35,GSP,4034,FLL,3533,,0,M80
G4,35,GTF,3880,LAS,3877,,0,M80
G4,35,HNL,3728,LAS,3877,,0,757
G4,35,HNL,3728,LAX,3484,,0,757
G4,35,ICT,3457,LAS,3877,,0,M80
G4,35,IDA,4100,LAS,3877,,0,M80
G4,35,LAS,3877,ATW,4047,,0,M80
G4,35,LAS,3877,AUS,3673,,0,M80 757
G4,35,LAS,3877,AZA,6505,,0,M80
G4,35,LAS,3877,BIL,4021,,0,M80
G4,35,LAS,3877,BIS,4083,,0,M80
G4,35,LAS,3877,BLI,3777,,0,757 M80
G4,35,LAS,3877,BOI,3495,,0,M80
G4,35,LAS,3877,BZN,4020,,0,M80
G4,35,LAS,3877,CID,4043,,0,M80
G4,35,LAS,3877,COS,3819,,0,M80
G4,35,LAS,3877,CPR,3872,,0,M80
G4,35,LAS,3877,DLH,3598,,0,M80
G4,35,LAS,3877,DSM,3729,,0,M80
G4,35,LAS,3877,EUG,4099,,0,M80
G4,35,LAS,3877,FAR,4292,,0,M80
G4,35,LAS,3877,FAT,3687,,0,M80
G4,35,LAS,3877,FCA,4127,,0,M80
G4,35,LAS,3877,FSD,4009,,0,M80
G4,35,LAS,3877,GFK,3442,,0,M80
G4,35,LAS,3877,GJT,4063,,0,M80
G4,35,LAS,3877,GRI,5740,,0,M80
G4,35,LAS,3877,GRR,3685,,0,M80
G4,35,LAS,3877,GTF,3880,,0,M80
G4,35,LAS,3877,HNL,3728,,0,757
G4,35,LAS,3877,ICT,3457,,0,M80
G4,35,LAS,3877,IDA,4100,,0,M80
G4,35,LAS,3877,LRD,3691,,0,M80
G4,35,LAS,3877,MFE,3826,,0,757 M80
G4,35,LAS,3877,MFR,4101,,0,M80
G4,35,LAS,3877,MLI,4072,,0,M80
G4,35,LAS,3877,MOT,3498,,0,M80
G4,35,LAS,3877,MRY,3948,,0,M80
G4,35,LAS,3877,MSO,4216,,0,M80
G4,35,LAS,3877,PIA,4046,,0,M80
G4,35,LAS,3877,PSC,6133,,0,M80
G4,35,LAS,3877,RAP,4087,,0,M80
G4,35,LAS,3877,RFD,4028,,0,M80
G4,35,LAS,3877,RNO,3807,,0,M80
G4,35,LAS,3877,SBN,4359,,0,M80
G4,35,LAS,3877,SCK,3805,,0,M80
G4,35,LAS,3877,SGF,4348,,0,M80
G4,35,LAS,3877,SHV,3609,,0,M80
G4,35,LAS,3877,SMX,5772,,0,M80
G4,35,LAS,3877,XNA,4356,,0,M80
G4,35,LAX,3484,BLI,3777,,0,M80
G4,35,LAX,3484,EUG,4099,,0,M80
G4,35,LAX,3484,HNL,3728,,0,757
G4,35,LAX,3484,MFR,4101,,0,M80
G4,35,LAX,3484,PVU,7579,,0,319
G4,35,LEX,4017,FLL,3533,,0,M80
G4,35,LRD,3691,LAS,3877,,0,M80
G4,35,MFE,3826,LAS,3877,,0,757 M80
G4,35,MFR,4101,LAS,3877,,0,M80
G4,35,MFR,4101,LAX,3484,,0,M80
G4,35,MLI,4072,LAS,3877,,0,M80
G4,35,MOT,3498,LAS,3877,,0,M80
G4,35,MRY,3948,LAS,3877,,0,M80
G4,35,MSO,4216,LAS,3877,,0,M80
G4,35,PBG,3771,FLL,3533,,0,M80
G4,35,PIA,4046,LAS,3877,,0,M80
G4,35,PSC,6133,LAS,3877,,0,M80
G4,35,PVU,7579,LAX,3484,,0,319
G4,35,RAP,4087,LAS,3877,,0,M80
G4,35,RFD,4028,LAS,3877,,0,M80
G4,35,RNO,3807,LAS,3877,,0,M80
G4,35,SBN,4359,LAS,3877,,0,M80
G4,35,SCK,3805,LAS,3877,,0,M80
G4,35,SGF,4348,LAS,3877,,0,M80
G4,35,SHV,3609,LAS,3877,,0,M80
G4,35,SMX,5772,LAS,3877,,0,M80
G4,35,TYS,3676,FLL,3533,,0,M80
G4,35,XNA,4356,LAS,3877,,0,M80
G5,15837,ACX,7506,CKG,3393,,0,CR9
G5,15837,AEB,8082,CKG,3393,,0,CR9
G5,15837,AQG,6427,CKG,3393,,0,CR9
G5,15837,AVA,9849,CKG,3393,,0,CR9
G5,15837,BFJ,9025,CKG,3393,,0,CR9
G5,15837,CKG,3393,ACX,7506,,0,CR9
G5,15837,CKG,3393,AEB,8082,,0,CR9
G5,15837,CKG,3393,AQG,6427,,0,CR9
G5,15837,CKG,3393,AVA,9849,,0,CR9
G5,15837,CKG,3393,BFJ,9025,,0,CR9
G5,15837,CKG,3393,DOY,4145,,0,CR9
G5,15837,CKG,3393,DSN,6434,,0,CR9
G5,15837,CKG,3393,HDG,8407,,0,CR9
G5,15837,CKG,3393,HIA,7898,,0,CR9
G5,15837,CKG,3393,INC,4085,,0,CR2
G5,15837,CKG,3393,JIQ,8781,,0,CR2
G5,15837,CKG,3393,KWE,3394,,0,CR2 CR9
G5,15837,CKG,3393,LZH,6356,,0,CR9
G5,15837,CKG,3393,NNG,3373,,0,CR9
G5,15837,CKG,3393,XFN,6360,,0,CR9
G5,15837,CKG,3393,XIC,3396,,0,CR9
G5,15837,CKG,3393,XNN,6366,,0,CR9
G5,15837,DOY,4145,CKG,3393,,0,CR9
G5,15837,DSN,6434,CKG,3393,,0,CR9
G5,15837,FUG,7503,HGH,3386,,0,CR9
G5,15837,HDG,8407,CKG,3393,,0,CR9
G5,15837,HGH,3386,FUG,7503,,0,CR9
G5,15837,HGH,3386,XFN,6360,,0,CR9
G5,15837,HIA,7898,CKG,3393,,0,CR9
G5,15837,INC,4085,CKG,3393,,0,CR2
G5,15837,JIQ,8781,CKG,3393,,0,CR2
G5,15837,JNG,6944,XIY,3379,,0,CR9
G5,15837,KMG,3382,KWE,3394,,0,CR2
G5,15837,KWE,3394,CKG,3393,,0,CR9 CR2
G5,15837,KWE,3394,KMG,3382,,0,CR2
G5,15837,LZH,6356,CKG,3393,,0,CR9
G5,15837,NNG,3373,CKG,3393,,0,CR9
G5,15837,XFN,6360,CKG,3393,,0,CR9
G5,15837,XFN,6360,HGH,3386,,0,CR9
G5,15837,XIC,3396,CKG,3393,,0,CR9
G5,15837,XIY,3379,JNG,6944,,0,CR9
G5,15837,XNN,6366,CKG,3393,,0,CR9
G8,2575,AMD,2994,DEL,3093,,0,320
G8,2575,BLR,3131,DEL,3093,,0,320
G8,2575,BOM,2997,DEL,3093,,0,320
G8,2575,CCU,3043,DEL,3093,,0,320
G8,2575,DEL,3093,AMD,2994,,0,320
G8,2575,DEL,3093,BLR,3131,,0,320
G8,2575,DEL,3093,BOM,2997,,0,320
G8,2575,DEL,3093,CCU,3043,,0,320
G8,2575,DEL,3093,GAU,6173,,0,320
G8,2575,DEL,3093,GOI,3007,,0,320
G8,2575,DEL,3093,IXB,3040,,0,320
G8,2575,DEL,3093,IXJ,3100,,0,320
G8,2575,DEL,3093,IXL,3104,,0,320
G8,2575,DEL,3093,IXR,3063,,0,320
G8,2575,DEL,3093,LKO,3105,,0,320
G8,2575,DEL,3093,NAG,3015,,0,320
G8,2575,DEL,3093,PAT,3061,,0,320
G8,2575,DEL,3093,PNQ,3017,,0,320
G8,2575,DEL,3093,SXR,3112,,0,320
G8,2575,GAU,6173,DEL,3093,,0,320
G8,2575,GOI,3007,DEL,3093,,0,320
G8,2575,IXB,3040,DEL,3093,,0,320
G8,2575,IXJ,3100,DEL,3093,,0,320
G8,2575,IXL,3104,DEL,3093,,0,320
G8,2575,IXR,3063,DEL,3093,,0,320
G8,2575,LKO,3105,DEL,3093,,0,320
G8,2575,NAG,3015,DEL,3093,,0,320
G8,2575,PAT,3061,DEL,3093,,0,320
G8,2575,PNQ,3017,DEL,3093,,0,320
G8,2575,SXR,3112,DEL,3093,,0,320
G9,329,DEL,3093,SHJ,2191,,0,320
G9,329,DME,4029,SHJ,2191,,0,320
G9,329,SAW,4317,SHJ,2191,,0,320
G9,329,SHJ,2191,DEL,3093,,0,320
G9,329,SHJ,2191,DME,4029,,0,320
G9,329,SHJ,2191,SAW,4317,,0,320
GA,2520,AMQ,3256,CGK,3275,,0,738
GA,2520,AMS,580,AUH,2179,,0,332
GA,2520,AUH,2179,AMS,580,,0,332
GA,2520,AUH,2179,CGK,3275,,0,332
GA,2520,BDJ,3908,CGK,3275,,0,738
GA,2520,BKK,3885,CGK,3275,,0,738
GA,2520,BKS,3288,CGK,3275,,0,CRK 735
GA,2520,BPN,3919,CGK,3275,,0,738 332
GA,2520,BTH,3903,CGK,3275,,0,738
GA,2520,BTJ,3294,CGK,3275,,0,738
GA,2520,BWN,3272,CGK,3275,Y,0,319
GA,2520,CAN,3370,CGK,3275,,0,332
GA,2520,CGK,3275,AMQ,3256,,0,738
GA,2520,CGK,3275,AUH,2179,,0,332
GA,2520,CGK,3275,BDJ,3908,,0,738
GA,2520,CGK,3275,BKK,3885,,0,738
GA,2520,CGK,3275,BKS,3288,,0,CRK 735
GA,2520,CGK,3275,BPN,3919,,0,738 332
GA,2520,CGK,3275,BTH,3903,,0,738
GA,2520,CGK,3275,BTJ,3294,,0,738
GA,2520,CGK,3275,BWN,3272,Y,0,319
GA,2520,CGK,3275,CAN,3370,,0,332
GA,2520,CGK,3275,DJB,3287,,0,738
GA,2520,CGK,3275,DJJ,3244,,0,738
GA,2520,CGK,3275,DPS,3940,,0,738 332 777 333
GA,2520,CGK,3275,HKG,3077,,0,332 333
GA,2520,CGK,3275,HND,2359,,0,788
GA,2520,CGK,3275,ICN,3930,,0,333 332
GA,2520,CGK,3275,JED,2072,,0,777
GA,2520,CGK,3275,JOG,3898,,0,738
GA,2520,CGK,3275,KIX,3992,,0,332
GA,2520,CGK,3275,KUL,3304,,0,738
GA,2520,CGK,3275,LOP,8401,,0,738
GA,2520,CGK,3275,MDC,3250,,0,738
GA,2520,CGK,3275,MEL,3339,,0,332
GA,2520,CGK,3275,MLG,3894,,0,738
GA,2520,CGK,3275,MNL,2397,Y,0,319 320
GA,2520,CGK,3275,NRT,2279,,0,763 777
GA,2520,CGK,3275,PDG,8807,,0,738
GA,2520,CGK,3275,PEK,3364,,0,333
GA,2520,CGK,3275,PER,3351,,0,738
GA,2520,CGK,3275,PGK,3905,,0,738
GA,2520,CGK,3275,PKU,3273,,0,738
GA,2520,CGK,3275,PKY,3911,,0,738
GA,2520,CGK,3275,PLM,3289,,0,738
GA,2520,CGK,3275,PLW,3249,,0,738
GA,2520,CGK,3275,PNK,3284,,0,738 735 CRK
GA,2520,CGK,3275,PVG,3406,,0,777
GA,2520,CGK,3275,SIN,3316,,0,738 332 333
GA,2520,CGK,3275,SOC,3929,,0,738
GA,2520,CGK,3275,SRG,3901,,0,738
GA,2520,CGK,3275,SUB,3928,,0,738 332
GA,2520,CGK,3275,SYD,3361,,0,332
GA,2520,CGK,3275,TJQ,3904,,0,735 CRK
GA,2520,CGK,3275,TKG,6223,,0,738
GA,2520,CGK,3275,TNJ,3906,,0,CRK
GA,2520,CGK,3275,TPE,2276,,0,738
GA,2520,CGK,3275,TTE,3253,,0,735 CRK
GA,2520,CGK,3275,UPG,3240,,0,738 332
GA,2520,DEL,3093,SIN,3316,,0,73H
GA,2520,DJB,3287,CGK,3275,,0,738
GA,2520,DJJ,3244,CGK,3275,,0,738
GA,2520,DPS,3940,CGK,3275,,0,738 333 332 777
GA,2520,DPS,3940,HND,2359,,0,332
GA,2520,HKG,3077,CGK,3275,,0,333 332
GA,2520,HND,2359,CGK,3275,,0,788
GA,2520,HND,2359,DPS,3940,,0,332
GA,2520,ICN,3930,CGK,3275,,0,332 333
GA,2520,IST,1701,SIN,3316,Y,0,333
GA,2520,JED,2072,CGK,3275,,0,777
GA,2520,JOG,3898,CGK,3275,,0,738
GA,2520,KIX,3992,CGK,3275,,0,332
GA,2520,KUL,3304,CGK,3275,,0,738
GA,2520,LOP,8401,CGK,3275,,0,738
GA,2520,MDC,3250,CGK,3275,,0,738
GA,2520,MEL,3339,CGK,3275,,0,332
GA,2520,MLG,3894,CGK,3275,,0,738
GA,2520,MNL,2397,CGK,3275,Y,0,319 320
GA,2520,NRT,2279,CGK,3275,,0,777 763
GA,2520,PDG,8807,CGK,3275,,0,738
GA,2520,PEK,3364,CGK,3275,,0,333
GA,2520,PER,3351,CGK,3275,,0,738
GA,2520,PGK,3905,CGK,3275,,0,738
GA,2520,PKU,3273,CGK,3275,,0,738
GA,2520,PKY,3911,CGK,3275,,0,738
GA,2520,PLM,3289,CGK,3275,,0,738
GA,2520,PLW,3249,CGK,3275,,0,738
GA,2520,PNK,3284,CGK,3275,,0,738 735 CRK
GA,2520,PVG,3406,CGK,3275,,0,777
GA,2520,SIN,3316,CGK,3275,,0,738 332 333
GA,2520,SIN,3316,DEL,3093,,0,73H
GA,2520,SIN,3316,IST,1701,Y,0,330
GA,2520,SOC,3929,CGK,3275,,0,738
GA,2520,SRG,3901,CGK,3275,,0,738
GA,2520,SUB,3928,CGK,3275,,0,738 332
GA,2520,SYD,3361,CGK,3275,,0,332
GA,2520,TJQ,3904,CGK,3275,,0,735 CRK
GA,2520,TKG,6223,CGK,3275,,0,738
GA,2520,TNJ,3906,CGK,3275,,0,CRK
GA,2520,TPE,2276,CGK,3275,,0,738
GA,2520,TTE,3253,CGK,3275,,0,735 CRK
GA,2520,UPG,3240,CGK,3275,,0,332 738
GE,5038,CJU,2370,TPE,2276,,0,320
GE,5038,CKG,3393,TSA,2275,,0,321
GE,5038,CSX,3371,KHH,2264,,0,320
GE,5038,CSX,3371,TPE,2276,,0,321
GE,5038,HGH,3386,TSA,2275,,0,321
GE,5038,KHH,2264,CSX,3371,,0,320
GE,5038,PVG,3406,RMQ,2268,,0,321
GE,5038,PVG,3406,TPE,2276,,0,330
GE,5038,PVG,3406,TSA,2275,,0,321
GE,5038,RMQ,2268,PVG,3406,,0,321
GE,5038,SHA,3391,TSA,2275,,0,321
GE,5038,TPE,2276,CJU,2370,,0,320
GE,5038,TPE,2276,CSX,3371,,0,321
GE,5038,TPE,2276,PVG,3406,,0,330
GE,5038,TSA,2275,CKG,3393,,0,321
GE,5038,TSA,2275,HGH,3386,,0,321
GE,5038,TSA,2275,PVG,3406,,0,321
GE,5038,TSA,2275,SHA,3391,,0,321
GF,2638,BAH,2057,CDG,1382,,0,320
GF,2638,BAH,2057,DEL,3093,,0,321
GF,2638,BAH,2057,DXB,2188,,0,320 321
GF,2638,BAH,2057,FRA,340,,0,320
GF,2638,BAH,2057,IST,1701,,0,320
GF,2638,CDG,1382,BAH,2057,,0,320
GF,2638,DEL,3093,BAH,2057,,0,321
GF,2638,DXB,2188,BAH,2057,,0,320 321
GF,2638,FRA,340,BAH,2057,,0,320
GF,2638,IST,1701,BAH,2057,,0,320
GF,2638,LHR,507,DFW,3670,Y,0,777
GS,690,AQG,6427,PEK,3364,,0,E90
GS,690,BAV,6346,XIY,3379,,0,ERJ
GS,690,CGD,6352,XIY,3379,,0,E90
GS,690,CGO,3375,HGH,3386,,0,E90
GS,690,CJU,2370,TSN,3368,,0,321
GS,690,CKG,3393,KWE,3394,,0,E90
GS,690,CKG,3393,TSN,3368,,0,321 320
GS,690,CKG,3393,XIY,3379,,0,320 321
GS,690,CSX,3371,DSN,6434,,0,E90
GS,690,CSX,3371,HAK,4120,,0,E90
GS,690,CSX,3371,LYI,6385,,0,E90
GS,690,CSX,3371,NNG,3373,,0,E90
GS,690,CSX,3371,SWA,4302,,0,E90
GS,690,CSX,3371,TSN,3368,,0,E90
GS,690,CSX,3371,XIY,3379,,0,E90
GS,690,CSX,3371,ZYI,9846,,0,E90
GS,690,DAT,6344,XIY,3379,,0,E90
GS,690,DSN,6434,CSX,3371,,0,E90
GS,690,DSN,6434,HGH,3386,,0,E90
GS,690,DSN,6434,XIY,3379,,0,E90 ERJ
GS,690,FUG,7503,XIY,3379,,0,E90
GS,690,HAK,4120,CSX,3371,,0,E90
GS,690,HET,6345,XIY,3379,,0,E90
GS,690,HFE,3389,XIY,3379,,0,E90
GS,690,HGH,3386,CGO,3375,,0,E90
GS,690,HGH,3386,DSN,6434,,0,E90
GS,690,HGH,3386,SWA,4302,,0,E90
GS,690,HGH,3386,TSN,3368,,0,E90
GS,690,HGH,3386,WUH,3376,,0,E90
GS,690,HIA,7898,XIY,3379,,0,E90
GS,690,HMI,6743,XIY,3379,,0,E90
GS,690,IQN,6365,XIY,3379,,0,E90
GS,690,JIC,11473,XIY,3379,,0,ERJ
GS,690,KMG,3382,NNG,3373,,0,E90
GS,690,KMG,3382,XIY,3379,,0,320
GS,690,KMG,3382,ZHA,6357,,0,E90
GS,690,KWE,3394,CKG,3393,,0,E90
GS,690,KWE,3394,XIY,3379,,0,E90 321
GS,690,KWL,3372,XIY,3379,,0,321
GS,690,LHW,3378,XIY,3379,,0,ERJ
GS,690,LYI,6385,CSX,3371,,0,E90
GS,690,LZO,6399,XIY,3379,,0,E90
GS,690,NAO,6401,XIY,3379,,0,E90
GS,690,NNG,3373,CSX,3371,,0,E90
GS,690,NNG,3373,KMG,3382,,0,E90
GS,690,NNG,3373,XIY,3379,,0,E90 320
GS,690,PEK,3364,AQG,6427,,0,E90
GS,690,RLK,8630,XIY,3379,,0,E90
GS,690,SHA,3391,TSN,3368,,0,321
GS,690,SWA,4302,CSX,3371,,0,E90
GS,690,SWA,4302,HGH,3386,,0,E90
GS,690,TSN,3368,CJU,2370,,0,321
GS,690,TSN,3368,CKG,3393,,0,320 321
GS,690,TSN,3368,CSX,3371,,0,E90
GS,690,TSN,3368,HGH,3386,,0,E90
GS,690,TSN,3368,SHA,3391,,0,321
GS,690,TSN,3368,XIY,3379,,0,320 321 E90
GS,690,UYN,6368,XIY,3379,,0,E90
GS,690,WUH,3376,HGH,3386,,0,E90
GS,690,XIY,3379,BAV,6346,,0,ERJ
GS,690,XIY,3379,CGD,6352,,0,E90
GS,690,XIY,3379,CKG,3393,,0,321 320
GS,690,XIY,3379,CSX,3371,,0,E90
GS,690,XIY,3379,DAT,6344,,0,E90
GS,690,XIY,3379,DSN,6434,,0,E90 ERJ
GS,690,XIY,3379,FUG,7503,,0,E90
